# SPT ID	RA	DEC	S/N (95 GHz)	S_raw (95 GHz) [mJy]	S_best (95 GHz) [mJy]	dS_up (95 GHz) [mJy]	dS_down (95 GHz) [mJy]	S/N (150 GHz)	S_raw (150 GHz) [mJy]	S_best (150 GHz) [mJy]	dS_up (150 GHz) [mJy]	dS_down (150 GHz) [mJy]	S/N (220 GHz)	S_raw (220 GHz) [mJy]	S_best (220 GHz) [mJy]	dS_up (220 GHz) [mJy]	dS_down (220 GHz) [mJy]	alpha(95,150)_raw	alpha(95,150)_best	d_alpha(95,150)_up	d_alpha(95,150)_down	alpha(150,220)_raw	alpha(150,220)_best	d_alpha(150,220)_up	d_alpha(150,220)_down	P[alpha(150,220)>1.51]	Type	External catalogs	Extended	Redshift	Cut selection
SPT-SJ023356-4631.6	38.485992	-46.527306	5.3530300	12.043300	11.6067	13.8648	9.25829	9.1709900	11.802700	11.4261	12.7810	10.0712	2.1726200	9.5105000	8.44536	12.5100	5.37432	-0.042344100	-0.0400000	0.520000	-0.520000	-0.59454000	-0.840000	0.320000	-2.12000	0.0264073	sync	none	no	none	1,2
SPT-SJ023403-4317.5	38.514904	-43.292171	2.4339400	5.1822100	3.33863	5.82624	0.938309	4.6124100	5.8189700	3.90598	5.69532	1.06924	0.0000000	-0.82216100	2.46579	4.56062	1.06924	0.24318500	0.0800000	2.16000	-1.52000	-42.888400	-1.04000	1.12000	-2.44000	0.149822	sync	1	no	none	1,2
SPT-SJ023419-4035.9	38.579468	-40.599712	0.0000000	-1.5171900	0.935472	1.79509	0.429811	5.3377300	6.7421400	4.93019	6.54830	1.03660	0.0000000	-1.3772900	2.80642	4.87962	1.18830	32.994500	3.40000	4.52000	1.64000	-43.293900	-1.28000	0.680000	-2.52000	0.114682	sync	none	no	none	1,2
SPT-SJ023429-4129.2	38.623463	-41.488186	3.5185300	7.4493000	6.62057	8.74362	4.38578	5.3285400	6.7421400	5.89426	7.23513	4.44165	0.88000800	3.9458000	4.21817	7.23513	2.54207	-0.20929700	-0.320000	0.720000	-1.20000	-1.4750600	-0.840000	0.840000	-2.32000	0.109714	sync	5	no	0.0704850	1
SPT-SJ023440-4446.7	38.669952	-44.779709	4.4546900	9.4398600	8.88527	11.0092	6.69050	5.8078000	7.2591000	6.54890	7.89408	5.20372	1.4432100	6.4497100	5.48692	9.16846	3.15055	-0.55121000	-0.680000	0.0800000	-1.36000	-0.32550600	-0.440000	1.12000	-2.08000	0.145216	sync	1	no	none	1,2
SPT-SJ023444-5700.7	38.684551	-57.011818	0.99622800	1.9443200	0.978354	2.48351	0.225774	1.8733200	2.2356100	1.88145	3.38661	0.677322	4.9158200	20.068800	2.93506	14.0732	0.827838	0.29293100	1.40000	3.72000	-0.880000	6.0427200	2.72000	4.52000	-1.00000	0.644399	dust	none	no	none	1,2,3
SPT-SJ023451-5710.6	38.715679	-57.176842	0.45963300	0.90559500	1.09136	2.34527	0.487630	5.1864100	6.1921300	4.48155	6.06055	0.998481	0.0000000	-0.64004800	2.57747	4.57444	1.13780	4.0339900	2.76000	4.28000	0.800000	-43.059600	-1.24000	0.800000	-2.48000	0.122059	sync	none	no	none	1,2
SPT-SJ023507-4737.1	38.779915	-47.618713	41.415100	92.983500	93.0997	95.8892	90.3102	48.607900	61.964900	61.7178	63.8099	60.3230	8.6166000	37.142900	36.6123	41.4939	31.7306	-0.85163100	-0.920000	-0.800000	-1.00000	-1.4091700	-1.48000	-1.12000	-1.92000	3.26147e-25	sync	1,3,4,5,8	no	none	1,2
SPT-SJ023507-4113.7	38.781044	-41.229965	5.2322400	11.112600	10.6980	12.8489	8.43388	5.3424100	6.7421400	6.16975	7.41503	4.81128	3.3039300	15.094200	13.1886	17.7168	8.20747	-1.0485700	-1.24000	-0.560000	-1.92000	2.2190500	2.20000	3.28000	0.760000	0.763708	dust	none	no	none	1,2
SPT-SJ023515-4709.4	38.814140	-47.157532	47.174300	105.30100	105.433	107.802	102.274	65.485200	84.092400	84.1092	86.4784	81.7399	16.214200	70.621800	69.8935	76.2116	63.5755	-0.47194200	-0.520000	-0.400000	-0.600000	-0.48067700	-0.520000	-0.240000	-0.800000	6.40191e-17	sync	1,3,5	no	none	1,2
SPT-SJ023523-5547.9	38.849720	-55.798820	0.18468100	0.36978800	0.727448	1.85903	0.242483	1.9162100	2.3173500	2.66731	3.79889	0.889103	5.3061200	21.554000	10.5884	17.5396	1.21241	3.8510200	2.44000	4.16000	0.280000	6.1404300	3.96000	4.72000	0.480000	0.799435	dust	none	no	none	1,2,3
SPT-SJ023601-4146.0	39.006016	-41.766685	10.605100	22.603100	22.4618	24.4961	20.2580	13.467200	16.986700	16.6980	18.0542	15.5114	3.3205200	15.181100	13.8161	18.5628	9.40854	-0.59941400	-0.640000	-0.360000	-0.920000	-0.30942800	-0.560000	0.320000	-1.64000	0.00983811	sync	1	no	none	1,2
SPT-SJ023608-5911.4	39.033894	-59.191162	3.3897000	6.4400800	5.72298	7.76960	3.67635	5.3995600	6.1147700	5.49557	6.70839	4.20696	2.6101900	10.106800	8.14861	11.8629	4.43436	-0.10876500	-0.120000	0.960000	-1.00000	1.3835900	1.20000	2.56000	-0.560000	0.497578	sync	1	no	none	1,2
SPT-SJ023611-4203.5	39.047493	-42.058620	45.274300	96.336400	96.4568	98.6244	93.5667	47.743800	60.360800	60.3307	61.7757	58.8856	9.0647500	41.524100	40.8226	45.8802	35.7649	-0.98100000	-1.04000	-0.960000	-1.12000	-1.0299500	-1.08000	-0.760000	-1.48000	2.91825e-19	sync	3	no	none	1,2
SPT-SJ023620-4404.3	39.084667	-44.072323	8.7905700	18.647600	18.1115	20.3492	16.0136	8.6381200	10.865300	10.6991	11.9578	9.44035	3.2580300	14.711100	13.0766	17.8318	8.46135	-1.1334200	-1.16000	-0.800000	-1.56000	0.83436000	0.560000	1.52000	-0.720000	0.256221	sync	1	no	none	1,2
SPT-SJ023637-5451.8	39.155296	-54.864651	0.040857800	0.083240500	1.19521	2.26677	0.700638	5.2214400	6.2159000	5.23418	6.55303	3.83290	2.8746100	10.990400	9.02587	12.8176	5.06932	9.0505300	3.28000	4.44000	1.76000	1.5691800	1.60000	2.96000	-0.0800000	0.604140	dust	2,4	no	0.0186930	1
SPT-SJ023652-6136.1	39.218769	-61.601936	194.06100	359.10500	359.554	367.634	351.474	283.71600	313.06800	313.768	321.848	305.688	74.011200	274.36100	273.369	286.835	259.902	-0.28788200	-0.320000	-0.240000	-0.400000	-0.36337700	-0.360000	-0.240000	-0.520000	1.62304e-31	sync	1,3,4,5,8	no	0.465000	1,2
SPT-SJ023712-4126.5	39.300072	-41.443230	3.1978500	6.7544500	5.92722	8.15442	3.62818	5.3293900	6.7421400	5.99907	7.36413	4.56217	2.0889400	9.5793500	7.14859	11.1001	3.70002	-0.0038272300	0.0400000	1.20000	-0.880000	0.96707600	0.680000	2.20000	-1.28000	0.368963	sync	1	no	0.0710020	1
SPT-SJ023714-6512.2	39.309612	-65.204819	2.8100600	5.0110700	4.16976	6.07176	2.21900	5.1444800	6.5025500	5.53530	6.94960	4.02345	1.3507600	4.8808500	4.26730	6.90083	2.51161	0.54672000	0.600000	2.04000	-0.480000	-0.78987900	-0.600000	1.04000	-2.16000	0.132796	sync	1	no	none	1,2
SPT-SJ023752-4459.7	39.469639	-44.995998	0.64602400	1.3557100	1.23685	2.75913	0.475712	2.1840500	2.7233100	3.52027	4.47169	2.18827	5.7530800	25.371300	16.6499	21.7876	4.85226	1.4636600	2.32000	4.08000	0.400000	6.1449200	4.36000	4.80000	2.72000	0.893869	dust	none	no	none	1,2,3
SPT-SJ023759-5717.3	39.499859	-57.289474	4.1620200	8.1876500	7.62993	9.65746	5.60239	7.2843400	8.7271700	8.37691	9.55075	7.09636	3.5212600	14.228300	12.7521	16.8072	8.48362	0.13390600	0.200000	0.960000	-0.440000	1.3458400	1.24000	2.16000	0.0400000	0.501895	sync	1,4,8	no	none	1,2
SPT-SJ023807-5258.3	39.532650	-52.972149	3.1830700	6.7298600	5.87528	8.11348	3.55714	5.4993900	6.6316300	5.95521	7.31412	4.67624	2.6788800	10.658100	8.67303	12.5099	4.83611	-0.030853300	0.0400000	1.20000	-0.880000	1.3063900	1.12000	2.44000	-0.600000	0.474676	sync	1	no	none	1,2
SPT-SJ023808-5023.1	39.533501	-50.385456	5.5386700	11.727700	10.5989	12.7099	8.39997	3.8754600	4.7381900	4.44187	5.58532	3.47433	0.68419800	2.8515400	3.47433	6.37694	1.97905	-1.9017500	-1.96000	-1.24000	-2.60000	-1.3981500	-0.760000	1.04000	-2.28000	0.136989	sync	1,3,5	no	none	1,2
SPT-SJ023825-4331.7	39.604900	-43.528526	0.0000000	-0.47612800	0.0863186	0.604230	0.0863186	0.0000000	-1.3929500	0.258956	0.604230	0.0863186	5.0082300	23.018300	0.604230	1.46742	0.258956	-0.0000000	1.24000	3.80000	-1.48000	46.674800	2.56000	4.28000	-0.0800000	0.698836	dust	none	no	none	1,2,3
SPT-SJ023836-6034.9	39.653637	-60.582001	0.98315400	1.8648300	1.03461	2.59629	0.292815	4.6411000	5.2056000	2.98671	4.89977	0.488025	1.0846200	4.0967400	2.51821	5.09498	0.722277	2.1541100	1.92000	3.92000	-0.320000	-0.65955800	0.0800000	2.52000	-1.96000	0.316119	sync	none	no	none	1,2
SPT-SJ023859-4618.0	39.748039	-46.300266	1.7809000	4.0225900	2.86122	5.14007	1.19006	5.2495300	6.7521400	5.79840	7.21635	4.22853	1.5374600	6.6855300	4.93750	7.87468	2.75994	1.0868100	1.52000	3.48000	0.0800000	-0.027298600	-0.120000	1.56000	-1.92000	0.217114	sync	1	no	none	1,2
SPT-SJ023922-5108.2	39.843700	-51.137291	21.286400	44.616900	44.6727	46.6804	42.3303	29.282700	35.520400	35.3031	36.9763	33.9646	8.3183700	34.347700	33.6300	38.3148	28.9452	-0.47843800	-0.520000	-0.360000	-0.640000	-0.092440000	-0.160000	0.240000	-0.560000	2.97839e-05	sync	1,5	no	none	1,2
SPT-SJ023928-4836.4	39.868809	-48.607567	1.2788200	2.7318500	1.86517	3.80117	0.779123	5.1021900	6.2959400	5.02888	6.49269	2.99844	0.79561400	3.2847000	3.51786	6.11493	1.95961	1.7519800	2.04000	3.88000	0.280000	-1.7914400	-0.760000	1.12000	-2.28000	0.148713	sync	1	no	none	1,2
SPT-SJ023930-5021.9	39.877174	-50.366486	2.2889600	4.8338800	3.26506	5.66389	1.08835	4.8321800	5.9230200	4.33121	5.93042	1.84354	0.0000000	-0.45184300	2.64315	4.64217	1.39931	0.42638200	0.440000	2.48000	-1.12000	-42.937200	-1.20000	0.720000	-2.48000	0.114007	sync	none	no	none	1,2
SPT-SJ023935-5425.7	39.899624	-54.429192	4.8581300	10.119800	9.61835	11.7886	7.54671	8.6084300	10.273000	9.91430	11.1967	8.73050	3.3246300	13.153300	11.5913	15.5373	7.54671	0.031544200	0.0800000	0.680000	-0.480000	0.68050200	0.480000	1.40000	-0.760000	0.219981	sync	1	no	none	1,2
SPT-SJ023946-4615.7	39.945366	-46.262684	3.7441500	8.4373600	7.62526	9.90335	5.28390	5.3006300	6.8322500	5.91670	7.30886	4.46125	0.66962400	2.9662500	4.01829	6.92918	2.49957	-0.44278700	-0.600000	0.360000	-1.44000	-2.2973000	-1.04000	0.600000	-2.40000	0.0823485	sync	1	no	none	1,2
SPT-SJ023952-4919.5	39.967308	-49.326653	3.2637300	6.9072600	6.14083	8.35023	3.80147	7.0416400	8.6643100	7.96033	9.25998	6.66069	0.17924100	0.74892800	4.25634	6.46574	3.08666	0.47557300	0.600000	1.68000	-0.200000	-6.7411800	-1.80000	-0.560000	-2.64000	0.00664981	sync	1,4	no	none	1,2
SPT-SJ024011-4040.8	40.046494	-40.680099	5.2495400	11.237400	10.7458	12.9371	8.55447	5.8237500	7.3269000	6.70030	7.96451	5.35181	1.5608200	7.1862500	6.02606	10.0715	3.32908	-0.89745700	-1.08000	-0.440000	-1.72000	-0.053369600	-0.280000	1.28000	-1.96000	0.172858	sync	1,5	no	none	1,2
SPT-SJ024024-4822.6	40.103882	-48.377686	14.915600	32.567500	32.3640	34.5623	30.1656	18.178700	22.731100	22.5937	23.8150	21.1282	3.8935700	16.281100	15.2660	19.6626	11.3579	-0.75453500	-0.800000	-0.600000	-1.00000	-0.91888600	-1.08000	-0.360000	-1.96000	2.64039e-05	sync	1,5	no	none	1,2
SPT-SJ024025-4602.5	40.107822	-46.042053	8.0988400	18.281500	18.0301	20.2239	15.6992	9.9723600	13.055300	12.5457	13.7797	11.1746	0.19489000	0.85542500	5.82723	8.02101	4.59323	-0.70651600	-0.800000	-0.440000	-1.20000	-7.5039300	-2.20000	-1.24000	-2.76000	9.40067e-05	sync	1	no	none	1,2
SPT-SJ024032-4705.7	40.136955	-47.096138	7.4195000	16.588400	16.2359	18.4753	13.9965	10.305900	13.342200	12.8767	14.2453	11.5082	1.1224300	4.8544500	6.65610	9.64201	5.03873	-0.45696600	-0.520000	-0.120000	-0.880000	-2.7837700	-1.84000	-0.800000	-2.64000	0.000544499	sync	1	no	none	1,2
SPT-SJ024041-5429.5	40.171509	-54.492744	13.500600	28.527900	28.3496	30.4892	26.2100	15.245700	18.277700	18.0796	19.3633	16.7958	2.4929900	9.9814100	9.94911	13.3725	7.38159	-0.93419900	-1.00000	-0.760000	-1.24000	-1.6656800	-1.68000	-0.800000	-2.52000	1.68446e-05	sync	1,3,5	no	none	1,2
SPT-SJ024043-5101.8	40.182816	-51.031094	3.7888200	8.1129800	7.48538	9.67622	5.14848	7.9184300	9.7370800	9.01897	10.2604	7.70446	0.0000000	-3.0195200	4.19912	5.80573	3.24975	0.38290200	0.440000	1.28000	-0.240000	-44.305900	-2.20000	-1.24000	-2.80000	0.000432434	sync	1	no	none	1,2
SPT-SJ024052-6104.2	40.217419	-61.071415	2.8003800	5.2114400	4.35570	6.37359	2.33781	5.9389400	6.5622600	5.78299	6.96420	4.55257	0.21923300	0.81595100	3.32214	5.34004	2.28859	0.48362900	0.600000	2.04000	-0.360000	-5.7400800	-1.56000	-0.120000	-2.56000	0.0266863	sync	1	no	none	1,2
SPT-SJ024055-5055.0	40.229198	-50.917465	2.2107000	4.7398500	3.44421	5.78921	1.34349	5.2943500	6.5138800	5.20296	6.61973	3.44421	0.0000000	-4.1371000	2.71140	4.27473	1.78317	0.66713400	0.800000	2.76000	-0.560000	-43.199000	-1.80000	-0.320000	-2.68000	0.0362285	sync	1	no	none	1,2
SPT-SJ024112-5910.7	40.300625	-59.178448	2.7550600	5.2579700	4.34732	6.45234	2.33382	5.4838300	6.2398600	5.62863	6.81843	4.34732	3.1100400	12.203000	10.4793	14.3233	6.36081	0.35927100	0.560000	2.00000	-0.480000	1.8467600	1.80000	2.96000	0.320000	0.665241	dust	1	no	none	1,2,3
SPT-SJ024136-4924.8	40.401165	-49.414726	13.653600	29.528500	29.3439	31.5586	27.1293	20.068400	24.953900	24.6932	26.0220	23.3644	3.3669700	14.122800	13.6200	17.6064	10.2981	-0.35321100	-0.360000	-0.160000	-0.600000	-1.5673300	-1.68000	-0.920000	-2.44000	9.73264e-08	sync	1,3,5	no	none	1,2
SPT-SJ024146-4532.4	40.442711	-45.541256	5.5243200	11.608700	11.1879	13.2775	9.01125	6.1627900	8.1025800	7.44408	8.83712	6.05103	1.4697700	6.4978100	5.87690	9.62071	3.43908	-0.75451000	-0.920000	-0.320000	-1.52000	-0.60772000	-0.680000	0.800000	-2.16000	0.0968250	sync	1	no	none	1,2
SPT-SJ024154-5345.7	40.476013	-53.762127	7.4826700	15.879900	15.5425	17.6862	13.3987	8.5258400	10.374500	10.0639	11.2549	8.75380	3.8500900	15.361200	14.1133	18.1626	9.82569	-0.89329500	-0.960000	-0.560000	-1.40000	1.0807000	0.960000	1.80000	-0.120000	0.383913	sync	1,4,5,8	no	none	1,2
SPT-SJ024213-4900.4	40.555347	-49.008163	2.1798800	4.7155100	3.31315	5.74061	1.27934	4.5933900	5.7238500	4.55969	6.06865	2.65708	2.1213700	8.7476000	6.13425	9.93946	2.78830	0.40663300	0.600000	2.64000	-0.880000	1.1678100	1.08000	2.84000	-1.04000	0.472897	sync	none	no	none	1,2
SPT-SJ024216-6357.5	40.568001	-63.958401	7.3727200	13.267800	12.9859	14.8765	11.1947	8.0573800	8.5277900	8.20945	9.30404	7.11486	3.0901800	11.240000	9.90110	13.6824	6.21928	-0.92749400	-1.04000	-0.600000	-1.48000	0.76035200	0.520000	1.52000	-0.800000	0.257281	sync	1	no	none	1,2
SPT-SJ024220-4042.8	40.585938	-40.713543	0.0000000	-1.4863600	0.250417	0.918196	0.0834724	1.4469200	1.8245400	0.751251	1.91986	0.250417	4.8427000	22.259300	0.918196	3.08848	0.417362	30.251800	2.08000	4.08000	-0.560000	6.8874000	1.64000	4.12000	-1.24000	0.553354	dust	none	no	none	1,2,3
SPT-SJ024221-5507.4	40.589081	-55.124649	10.261800	20.529700	20.2474	22.4030	18.2458	10.560500	12.840700	12.5488	13.7806	11.3170	3.8046900	15.242700	13.9345	18.2458	9.77727	-0.98465500	-1.08000	-0.760000	-1.40000	0.47214600	0.320000	1.12000	-0.760000	0.125783	sync	1,5	no	none	1,2
SPT-SJ024236-4201.4	40.651566	-42.024445	7.2840000	15.519200	15.1894	17.4009	13.0943	7.6192500	9.6229400	9.13693	10.4173	7.85660	1.4234200	6.4960400	6.34347	10.0681	4.01559	-1.0028600	-1.12000	-0.680000	-1.60000	-1.0819600	-1.04000	0.320000	-2.32000	0.0384324	sync	1,4,5	no	0.420000	1,2
SPT-SJ024251-4745.1	40.716103	-47.752216	13.635900	30.332500	30.1429	32.4179	27.8680	22.504900	29.121700	29.0055	30.3704	27.6405	5.7532000	25.100200	24.2281	29.0055	19.4507	-0.085483200	-0.0800000	0.120000	-0.280000	-0.40916800	-0.520000	0.00000	-1.12000	4.12975e-05	sync	1	no	none	1,2
SPT-SJ024308-4915.6	40.783794	-49.260380	0.68650000	1.4765900	2.10134	3.64970	1.43776	8.8188100	10.977700	10.5067	11.8339	9.17954	7.0162600	29.492500	28.6446	33.2897	23.9995	4.2096100	3.56000	4.52000	2.40000	2.7210800	2.84000	3.40000	2.24000	0.992781	dust	none	no	5.69910	1,2,3
SPT-SJ024313-5105.2	40.806080	-51.087700	22.563300	48.486400	48.5470	50.7289	46.0015	27.369900	33.588400	33.6374	34.7284	32.1828	6.8523200	28.236500	27.4554	32.1828	23.0916	-0.77031500	-0.840000	-0.680000	-0.960000	-0.47789200	-0.560000	-0.120000	-1.08000	8.80651e-07	sync	1,3,5	no	0.390000	1,2
SPT-SJ024323-5738.8	40.849621	-57.647903	15.589900	30.358500	30.1688	32.2180	28.1196	21.612800	25.541600	25.3873	26.7534	24.0212	6.4007200	25.375500	24.7042	28.8026	20.6058	-0.36253500	-0.400000	-0.200000	-0.560000	-0.017961400	-0.0800000	0.400000	-0.640000	0.000930806	sync	1,3,5	no	none	1,2
SPT-SJ024326-5612.6	40.860096	-56.211658	26.892400	53.565300	53.6323	55.6410	51.2218	31.059800	37.499400	37.1609	38.7679	35.5540	3.7314600	15.068800	16.2705	19.4844	13.8600	-0.74822500	-0.800000	-0.680000	-0.920000	-2.5102600	-2.36000	-1.84000	-2.80000	5.88028e-20	sync	1,2,3,4,5	no	0.0636910	1
SPT-SJ024341-5127.4	40.923920	-51.458248	2.7100100	5.7536700	4.76519	6.97666	2.44841	5.5305500	6.7518600	6.02889	7.34524	4.65988	1.6895200	7.0205400	5.29173	8.24036	2.97495	0.33569700	0.520000	2.00000	-0.520000	0.10744300	-0.120000	1.48000	-1.88000	0.205517	sync	1,5	no	0.0754020	1
SPT-SJ024343-5327.8	40.929302	-53.464577	7.3424900	15.573800	15.0092	17.1117	12.7900	6.9493800	8.4697600	8.11784	9.40268	6.94981	1.4122500	5.6621200	5.54817	8.81866	3.56251	-1.2780900	-1.36000	-0.880000	-1.84000	-1.1088000	-1.08000	0.280000	-2.36000	0.0355455	sync	1	no	none	1,2
SPT-SJ024345-5112.8	40.939083	-51.213707	5.2635500	11.268400	9.25417	11.4515	6.97232	2.6894300	3.2856500	3.25375	4.18339	2.49313	0.0000000	-4.9170800	1.98606	3.42278	1.30995	-2.5861100	-2.36000	-1.64000	-2.84000	-41.314700	-1.52000	0.0800000	-2.60000	0.0515327	sync	1,3,5	no	0.720000	1,2
SPT-SJ024355-4542.7	40.983181	-45.713032	8.1649300	18.540000	18.0070	20.2318	15.6431	7.7415900	10.207500	9.94207	11.3326	8.69063	2.4895500	10.735700	9.24683	13.6964	5.63153	-1.2523300	-1.32000	-0.880000	-1.72000	0.13890400	-0.200000	0.960000	-1.64000	0.102282	sync	1	no	none	1,2
SPT-SJ024429-5313.2	41.124844	-53.221169	1.6408700	3.4882300	1.51527	3.84006	0.311356	4.5482100	5.5352200	2.88523	5.12700	0.435899	0.40373700	1.6524100	2.17949	4.50429	0.560441	0.96889100	0.960000	3.36000	-1.20000	-3.3285500	-0.440000	2.12000	-2.20000	0.249505	sync	1	no	none	1,2
SPT-SJ024439-5819.8	41.164795	-58.331337	7.7826100	15.073500	14.7532	16.7881	12.8313	11.158400	13.187500	12.9444	14.1879	11.7008	2.8946300	11.590100	10.4572	14.4140	6.83960	-0.28048000	-0.320000	0.0800000	-0.680000	-0.35550800	-0.600000	0.360000	-1.80000	0.0172154	sync	1,8	no	0.264516	1,2
SPT-SJ024447-6058.8	41.199024	-60.980896	5.7914600	10.783600	10.3927	12.3337	8.53252	6.6978700	7.4188800	6.99586	8.12814	5.78271	2.7403900	10.311300	8.69428	12.3337	5.05481	-0.78479400	-0.880000	-0.320000	-1.44000	0.90645900	0.640000	1.80000	-0.920000	0.326061	sync	1,5	no	none	1,2
SPT-SJ024448-5450.6	41.201885	-54.844337	4.9175700	10.007700	0.112587	4.76617	0.0375289	0.0000000	-0.050985500	0.112587	1.61374	0.0375289	0.83932400	3.3754200	0.187644	1.83891	0.0375289	-33.823300	-0.200000	3.28000	-2.56000	41.388900	0.960000	3.60000	-1.72000	0.466373	sync	none	no	none	1,2
SPT-SJ024452-5947.9	41.219921	-59.799339	19.149800	36.342300	36.1152	38.2957	34.2072	26.087600	29.428800	29.3010	30.6638	27.9381	6.5457300	25.398900	24.6673	28.7558	20.5788	-0.44277300	-0.480000	-0.320000	-0.640000	-0.40548900	-0.480000	-0.0400000	-1.00000	4.04579e-06	sync	1,5	no	none	1,2
SPT-SJ024502-4013.0	41.260750	-40.217289	11.306300	23.668200	23.5203	25.6504	21.3901	11.507100	14.701500	14.1122	15.5323	12.8696	0.0000000	-0.052841900	6.30166	8.43180	5.23659	-0.99920000	-1.12000	-0.840000	-1.40000	-45.440300	-2.32000	-1.48000	-2.80000	9.86810e-06	sync	1	no	1.60644	1,2
SPT-SJ024507-5544.5	41.281986	-55.742104	2.3492200	4.6924300	3.67678	5.85562	2.04266	7.2676400	8.5412400	8.30680	9.66858	7.21739	8.8395000	36.313900	34.9975	39.3552	30.3675	1.2568300	1.80000	3.28000	0.760000	3.9849500	4.00000	4.52000	3.48000	0.999996	dust	1,2,4,6,7	no	0.0186330	1
SPT-SJ024508-6104.2	41.286644	-61.071457	0.35917400	0.68040100	1.06220	2.22719	0.513967	4.7546200	5.3145200	4.07747	5.44805	2.22719	2.4377300	9.1371900	6.54451	10.3136	2.84395	4.3132300	2.84000	4.28000	1.00000	1.4920800	1.60000	3.28000	-0.480000	0.580450	sync	none	no	none	1,2
SPT-SJ024525-5304.5	41.355797	-53.076450	0.0000000	-0.36720800	1.08492	2.11817	0.568289	4.7590200	5.8012400	4.70130	6.04453	3.25475	3.3941300	13.776700	11.7274	15.8604	7.18110	32.679100	3.24000	4.44000	1.64000	2.3814100	2.64000	3.88000	1.20000	0.835261	dust	none	no	none	1,2,3
SPT-SJ024530-5304.2	41.376202	-53.071636	0.0000000	-4.1323100	0.676951	1.27868	0.376084	3.1124100	3.8007900	3.23432	4.43779	1.72999	4.9255100	20.057800	10.4551	17.6759	1.42912	31.791800	3.56000	4.56000	1.96000	4.5800000	3.28000	4.52000	-0.800000	0.710833	dust	8	no	0.295500	1,2,3
SPT-SJ024539-5257.9	41.415306	-52.966064	7.0689000	15.129900	14.8084	16.9644	12.6524	10.085400	12.294100	11.8581	13.1063	10.6098	1.4821400	5.9826700	6.63824	9.81552	4.82266	-0.43551700	-0.480000	-0.0800000	-0.880000	-1.9831400	-1.64000	-0.520000	-2.56000	0.00164056	sync	1,4	no	0.0967040	1
SPT-SJ024543-6320.7	41.430981	-63.346172	0.0000000	-1.1743800	1.10099	1.87817	0.712408	6.1859300	6.8108700	6.15262	7.31837	4.98686	4.7739600	17.270500	16.3854	20.0122	12.4995	33.015800	3.80000	4.64000	2.60000	2.5619600	2.76000	3.60000	1.88000	0.949506	dust	none	no	5.62600	1,2,3
SPT-SJ024550-6003.0	41.460461	-60.051617	0.38313200	0.74027200	0.731028	1.87696	0.177818	4.6550800	5.2686700	2.19308	4.68253	0.335878	0.77204100	2.9462100	1.99551	4.44544	0.414908	4.1180800	2.28000	4.12000	-0.240000	-1.6004300	-0.0400000	2.60000	-2.04000	0.311205	sync	none	no	none	1,2
SPT-SJ024554-4459.5	41.476494	-44.992897	175.68900	361.35500	361.807	367.227	356.386	245.67600	306.74100	307.603	313.024	302.183	55.369800	244.10000	242.560	258.820	226.299	-0.34383300	-0.360000	-0.320000	-0.400000	-0.62894600	-0.640000	-0.480000	-0.840000	1.57458e-36	sync	1,3,4,5,8	no	0.282866	1,2
SPT-SJ024600-4651.2	41.500134	-46.853729	543.74100	1217.6100	1219.13	1237.40	1200.87	793.31800	1035.2200	1036.49	1054.75	1009.09	190.32100	828.57000	826.453	881.245	771.660	-0.34051400	-0.360000	-0.320000	-0.440000	-0.61308900	-0.640000	-0.440000	-0.840000	8.37527e-34	sync	1,3,4,5,8	no	1.38500	1,2
SPT-SJ024614-4953.8	41.561195	-49.897743	26.342400	57.031400	57.1027	59.2414	54.5363	39.588700	48.962300	48.9757	50.6867	47.2648	8.9979100	37.735700	36.9991	42.1319	32.2940	-0.32011000	-0.360000	-0.240000	-0.440000	-0.71709600	-0.760000	-0.400000	-1.20000	1.49527e-12	sync	1,3,8	no	none	1,2
SPT-SJ024634-5541.2	41.642620	-55.688313	2.2870500	4.6185600	3.47342	5.68168	1.49518	5.2535100	6.1340700	5.17562	6.46378	3.70344	0.82141000	3.3045200	3.65744	6.14174	2.18526	0.59546600	0.840000	2.68000	-0.440000	-1.7031500	-0.840000	0.880000	-2.32000	0.117127	sync	none	no	none	1,2
SPT-SJ024637-5955.4	41.655205	-59.924416	6.4581700	12.409900	12.0531	14.0077	10.0986	7.2381900	8.2195900	7.86477	8.98166	6.65481	3.1955300	12.282700	10.7501	14.5661	6.84096	-0.86447100	-0.960000	-0.480000	-1.48000	1.1059500	0.920000	1.92000	-0.400000	0.394642	sync	1,3	no	none	1,2
SPT-SJ024650-4153.2	41.711815	-41.887390	5.5931500	11.802000	11.3742	13.4985	9.24982	6.0674100	7.7100100	6.94843	8.27615	5.62070	0.53403300	2.4273000	4.38149	7.21397	2.87674	-0.89338100	-1.08000	-0.480000	-1.72000	-3.1822000	-1.36000	0.160000	-2.48000	0.0385368	sync	1	no	none	1,2
SPT-SJ024655-5541.2	41.732567	-55.688152	4.3142700	8.7149100	8.13755	10.2291	6.04597	6.9416000	8.1054000	7.48393	8.72580	6.30742	0.74853400	3.0088300	4.47728	7.09176	3.03932	-0.15214300	-0.200000	0.560000	-0.840000	-2.7285400	-1.48000	-0.120000	-2.52000	0.0195972	sync	1,5	no	0.820000	1,2
